League,Season,Stage,Player,Team,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,ORB,DRB,REB,AST,STL,BLK,PTS,TOV,PF,PTS_per_min,REB_per_min,AST_per_min,STL_per_min,BLK_per_min,TOV_per_min,3P_pct,FT_pct,FG_pct
NBA,2016 - 2017,Playoffs,Malcolm Brogdon,MIL,6,183.2,22,55,10,21,0,0,3,23,26,21,3,2,54,12,12,0.29475982532751094,0.14192139737991266,0.1146288209606987,0.016375545851528384,0.01091703056768559,0.06550218340611354,0.47619047619047616,0.0,0.4
NBA,2016 - 2017,Playoffs,Shelvin Mack,UTA,9,154.5,17,49,7,15,13,15,3,22,25,18,4,0,54,9,14,0.34951456310679613,0.16181229773462782,0.11650485436893204,0.025889967637540454,0.0,0.05825242718446602,0.4666666666666667,0.8666666666666667,0.3469387755102041
NBA,2016 - 2017,Playoffs,Victor Oladipo,OKC,5,180.8,21,61,6,25,6,6,2,26,28,10,7,3,54,6,17,0.2986725663716814,0.15486725663716813,0.05530973451327433,0.03871681415929203,0.0165929203539823,0.0331858407079646,0.24,1.0,0.3442622950819672
NBA,2016 - 2017,Playoffs,Luc Mbah a Moute,LAC,7,223.8,17,43,5,16,14,20,10,24,34,7,8,4,53,3,16,0.23681858802502234,0.1519213583556747,0.03127792672028597,0.035746201966041107,0.017873100983020553,0.013404825737265414,0.3125,0.7,0.3953488372093023
NBA,2016 - 2017,Playoffs,Nikola Mirotic,CHI,6,161.9,17,50,10,35,8,10,4,26,30,9,4,3,52,4,16,0.3211859172328598,0.1852995676343422,0.055589870290302656,0.02470660901791229,0.01852995676343422,0.02470660901791229,0.2857142857142857,0.8,0.34
NBA,2016 - 2017,Playoffs,Jason Smith,WAS,13,156.9,19,39,3,10,10,14,10,20,30,4,2,8,51,10,30,0.32504780114722753,0.19120458891013384,0.025493945188017845,0.012746972594008922,0.05098789037603569,0.06373486297004462,0.3,0.7142857142857143,0.48717948717948717
NBA,2016 - 2017,Playoffs,P.J. Tucker,TOR,10,251.2,18,49,9,28,5,8,15,42,57,11,6,3,50,8,27,0.19904458598726116,0.2269108280254777,0.043789808917197456,0.02388535031847134,0.01194267515923567,0.03184713375796178,0.32142857142857145,0.625,0.3673469387755102
NBA,2016 - 2017,Playoffs,James Ennis,MEM,6,158.7,16,38,6,19,12,14,8,17,25,7,5,2,50,7,20,0.31505986137366104,0.15752993068683052,0.04410838059231254,0.031505986137366104,0.012602394454946441,0.04410838059231254,0.3157894736842105,0.8571428571428571,0.42105263157894735
NBA,2016 - 2017,Playoffs,Taj Gibson,OKC,5,118.3,21,35,0,0,7,8,3,15,18,3,1,0,49,8,13,0.41420118343195267,0.1521555367709214,0.0253592561284869,0.0084530853761623,0.0,0.0676246830092984,0.0,0.875,0.6
NBA,2016 - 2017,Playoffs,Dwight Howard,ATL,6,156.6,18,36,0,0,12,19,18,46,64,8,6,5,48,11,21,0.30651340996168586,0.4086845466155811,0.05108556832694764,0.03831417624521073,0.031928480204342274,0.070242656449553,0.0,0.631578947368421,0.5
NBA,2016 - 2017,Playoffs,Thaddeus Young,IND,4,140.0,21,39,1,4,5,10,22,14,36,10,8,1,48,6,11,0.34285714285714286,0.2571428571428571,0.07142857142857142,0.05714285714285714,0.007142857142857143,0.04285714285714286,0.25,0.5,0.5384615384615384
NBA,2016 - 2017,Playoffs,Al-Farouq Aminu,POR,4,112.8,17,37,7,17,7,11,5,21,26,4,3,4,48,9,9,0.425531914893617,0.23049645390070922,0.03546099290780142,0.026595744680851064,0.03546099290780142,0.0797872340425532,0.4117647058823529,0.6363636363636364,0.4594594594594595
NBA,2016 - 2017,Playoffs,Jerami Grant,OKC,5,110.5,19,31,2,6,6,7,7,12,19,4,1,2,46,3,7,0.416289592760181,0.17194570135746606,0.03619909502262444,0.00904977375565611,0.01809954751131222,0.027149321266968326,0.3333333333333333,0.8571428571428571,0.6129032258064516
NBA,2016 - 2017,Playoffs,Marreese Speights,LAC,7,97.9,16,37,7,20,7,10,4,16,20,3,2,3,46,3,13,0.4698672114402451,0.20429009193054135,0.030643513789581203,0.020429009193054137,0.030643513789581203,0.030643513789581203,0.35,0.7,0.43243243243243246
NBA,2016 - 2017,Playoffs,Matt Dellavedova,MIL,6,158.6,16,41,6,16,8,10,1,11,12,12,1,0,46,7,5,0.2900378310214376,0.07566204287515763,0.07566204287515763,0.006305170239596469,0.0,0.044136191677175286,0.375,0.8,0.3902439024390244
NBA,2016 - 2017,Playoffs,Dewayne Dedmon,SAS,12,96.6,14,23,0,0,17,32,21,26,47,3,2,3,45,8,16,0.46583850931677023,0.4865424430641822,0.031055900621118016,0.020703933747412008,0.031055900621118016,0.08281573498964803,0.0,0.53125,0.6086956521739131
NBA,2016 - 2017,Playoffs,Paul Zipser,CHI,6,136.0,15,33,6,16,8,8,3,18,21,3,1,1,44,7,12,0.3235294117647059,0.15441176470588236,0.022058823529411766,0.007352941176470588,0.007352941176470588,0.051470588235294115,0.375,1.0,0.45454545454545453
NBA,2016 - 2017,Playoffs,JaMychal Green,MEM,6,117.8,17,36,7,16,3,3,3,17,20,2,0,0,44,4,21,0.3735144312393888,0.1697792869269949,0.01697792869269949,0.0,0.0,0.03395585738539898,0.4375,1.0,0.4722222222222222
NBA,2016 - 2017,Playoffs,Jonas Jerebko,BOS,12,128.0,15,31,5,15,8,8,7,22,29,12,5,3,43,6,13,0.3359375,0.2265625,0.09375,0.0390625,0.0234375,0.046875,0.3333333333333333,1.0,0.4838709677419355
NBA,2016 - 2017,Playoffs,Myles Turner,IND,4,133.1,19,44,0,6,5,8,6,21,27,3,7,5,43,6,15,0.32306536438767847,0.202854996243426,0.022539444027047335,0.05259203606311044,0.03756574004507889,0.04507888805409467,0.0,0.625,0.4318181818181818
NBA,2016 - 2017,Playoffs,DeMarre Carroll,TOR,10,154.6,15,37,7,22,5,9,4,23,27,5,8,5,42,5,13,0.2716688227684347,0.17464424320827943,0.03234152652005175,0.0517464424320828,0.03234152652005175,0.03234152652005175,0.3181818181818182,0.5555555555555556,0.40540540540540543
NBA,2016 - 2017,Playoffs,Evan Turner,POR,4,124.1,12,33,5,15,12,16,3,20,23,15,7,2,41,7,7,0.330378726833199,0.18533440773569704,0.12087026591458502,0.05640612409347301,0.016116035455278004,0.05640612409347301,0.3333333333333333,0.75,0.36363636363636365
NBA,2016 - 2017,Playoffs,Steven Adams,OKC,5,157.0,18,28,0,0,4,11,17,17,34,7,6,9,40,4,14,0.25477707006369427,0.21656050955414013,0.044585987261146494,0.03821656050955414,0.05732484076433121,0.025477707006369428,0.0,0.36363636363636365,0.6428571428571429
NBA,2016 - 2017,Playoffs,Bobby Portis,CHI,6,120.8,17,33,6,13,0,0,5,31,36,7,3,3,40,6,10,0.33112582781456956,0.2980132450331126,0.05794701986754967,0.024834437086092717,0.024834437086092717,0.049668874172185434,0.46153846153846156,0.0,0.5151515151515151
NBA,2016 - 2017,Playoffs,Andrew Harrison,MEM,6,118.8,13,29,5,13,8,9,4,7,11,13,3,1,39,3,14,0.3282828282828283,0.0925925925925926,0.10942760942760943,0.025252525252525252,0.008417508417508417,0.025252525252525252,0.38461538461538464,0.8888888888888888,0.4482758620689655
NBA,2016 - 2017,Playoffs,Raymond Felton,LAC,7,126.9,15,32,4,9,5,5,2,8,10,10,6,0,39,3,10,0.3073286052009456,0.07880220646178093,0.07880220646178093,0.04728132387706856,0.0,0.02364066193853428,0.4444444444444444,1.0,0.46875
NBA,2016 - 2017,Playoffs,Brandon Jennings,WAS,13,178.2,14,36,2,13,7,8,5,14,19,24,2,0,37,8,13,0.207631874298541,0.10662177328843996,0.13468013468013468,0.011223344556677891,0.0,0.044893378226711564,0.15384615384615385,0.875,0.3888888888888889
NBA,2016 - 2017,Playoffs,Amir Johnson,BOS,14,142.4,15,30,1,3,5,8,17,13,30,3,4,6,36,6,24,0.25280898876404495,0.21067415730337077,0.021067415730337078,0.028089887640449437,0.042134831460674156,0.042134831460674156,0.3333333333333333,0.625,0.5
NBA,2016 - 2017,Playoffs,Davis Bertans,SAS,13,112.1,12,27,8,20,4,6,5,15,20,3,3,4,36,6,7,0.32114183764495985,0.17841213202497772,0.026761819803746655,0.026761819803746655,0.03568242640499554,0.05352363960749331,0.4,0.6666666666666666,0.4444444444444444
NBA,2016 - 2017,Playoffs,Thon Maker,MIL,6,116.4,12,31,2,10,9,11,8,11,19,12,5,11,35,8,18,0.3006872852233677,0.16323024054982818,0.10309278350515463,0.0429553264604811,0.09450171821305842,0.06872852233676975,0.2,0.8181818181818182,0.3870967741935484
NBA,2016 - 2017,Playoffs,Isaiah Canaan,CHI,3,95.3,13,26,5,14,4,6,0,4,4,4,3,0,35,5,6,0.3672612801678909,0.04197271773347325,0.04197271773347325,0.031479538300104935,0.0,0.05246589716684155,0.35714285714285715,0.6666666666666666,0.5
NBA,2016 - 2017,Playoffs,Patrick Patterson,TOR,10,184.8,10,36,8,26,6,6,1,19,20,20,7,2,34,6,4,0.18398268398268397,0.10822510822510822,0.10822510822510822,0.03787878787878788,0.010822510822510822,0.032467532467532464,0.3076923076923077,1.0,0.2777777777777778
NBA,2016 - 2017,Playoffs,Tyler Zeller,BOS,11,78.2,13,25,0,0,6,8,8,11,19,8,0,2,32,4,7,0.4092071611253197,0.24296675191815856,0.10230179028132992,0.0,0.02557544757033248,0.05115089514066496,0.0,0.75,0.52
NBA,2016 - 2017,Playoffs,Dante Exum,UTA,7,83.7,11,27,4,12,6,6,2,4,6,9,5,0,32,3,10,0.38231780167264034,0.07168458781362007,0.10752688172043011,0.05973715651135006,0.0,0.035842293906810034,0.3333333333333333,1.0,0.4074074074074074
NBA,2016 - 2017,Playoffs,Maurice Harkless,POR,4,99.1,10,34,2,12,7,8,7,6,13,3,4,4,29,1,14,0.29263370332996974,0.1311806256306761,0.03027245206861756,0.04036326942482341,0.04036326942482341,0.010090817356205853,0.16666666666666666,0.875,0.29411764705882354
NBA,2016 - 2017,Playoffs,C.J. Miles,IND,4,82.0,11,24,5,16,2,2,4,4,8,1,2,1,29,2,12,0.35365853658536583,0.0975609756097561,0.012195121951219513,0.024390243902439025,0.012195121951219513,0.024390243902439025,0.3125,1.0,0.4583333333333333
NBA,2016 - 2017,Playoffs,Jose Calderon,ATL,6,75.2,11,23,4,12,0,0,2,6,8,13,2,1,26,4,9,0.3457446808510638,0.10638297872340426,0.1728723404255319,0.026595744680851064,0.013297872340425532,0.05319148936170213,0.3333333333333333,0.0,0.4782608695652174
NBA,2016 - 2017,Playoffs,Delon Wright,TOR,9,91.7,9,17,2,6,5,7,4,9,13,13,4,1,25,5,4,0.27262813522355506,0.14176663031624864,0.14176663031624864,0.04362050163576881,0.010905125408942203,0.05452562704471101,0.3333333333333333,0.7142857142857143,0.5294117647058824
NBA,2016 - 2017,Playoffs,Doug McDermott,OKC,5,66.3,9,18,7,13,0,0,0,5,5,1,1,1,25,1,2,0.3770739064856712,0.07541478129713425,0.015082956259426848,0.015082956259426848,0.015082956259426848,0.015082956259426848,0.5384615384615384,0.0,0.5
NBA,2016 - 2017,Playoffs,Ersan Ilyasova,ATL,6,90.4,8,23,1,5,7,9,14,17,31,2,1,0,24,5,7,0.2654867256637168,0.34292035398230086,0.022123893805309734,0.011061946902654867,0.0,0.05530973451327433,0.2,0.7777777777777778,0.34782608695652173
NBA,2016 - 2017,Playoffs,Alex Abrines,OKC,5,80.1,8,23,5,17,3,4,2,7,9,4,0,0,24,0,8,0.299625468164794,0.11235955056179776,0.04993757802746567,0.0,0.0,0.0,0.29411764705882354,0.75,0.34782608695652173
NBA,2016 - 2017,Playoffs,Austin Rivers,LAC,3,90.2,9,26,4,13,2,2,1,7,8,2,1,1,24,5,6,0.2660753880266075,0.08869179600886917,0.022172949002217293,0.011086474501108647,0.011086474501108647,0.05543237250554323,0.3076923076923077,1.0,0.34615384615384615
NBA,2016 - 2017,Playoffs,Raulzinho Neto,UTA,9,60.4,8,13,3,6,4,4,0,7,7,4,1,1,23,3,8,0.38079470198675497,0.11589403973509935,0.06622516556291391,0.016556291390728478,0.016556291390728478,0.049668874172185434,0.5,1.0,0.6153846153846154
NBA,2016 - 2017,Playoffs,Wayne Selden,MEM,6,106.1,9,26,2,11,3,4,3,6,9,7,1,1,23,2,8,0.2167766258246937,0.08482563619227144,0.06597549481621112,0.009425070688030161,0.009425070688030161,0.018850141376060323,0.18181818181818182,0.75,0.34615384615384615
NBA,2016 - 2017,Playoffs,Monta Ellis,IND,4,75.5,8,20,2,8,4,5,1,7,8,5,2,1,22,4,5,0.2913907284768212,0.10596026490066225,0.06622516556291391,0.026490066225165563,0.013245033112582781,0.052980132450331126,0.25,0.8,0.4
NBA,2016 - 2017,Playoffs,Allen Crabbe,POR,4,92.0,9,24,3,13,1,3,0,13,13,2,1,0,22,1,9,0.2391304347826087,0.14130434782608695,0.021739130434782608,0.010869565217391304,0.0,0.010869565217391304,0.23076923076923078,0.3333333333333333,0.375
NBA,2016 - 2017,Playoffs,Paul Pierce,LAC,7,101.5,8,18,4,10,1,1,2,12,14,7,2,0,21,4,11,0.20689655172413793,0.13793103448275862,0.06896551724137931,0.019704433497536946,0.0,0.03940886699507389,0.4,1.0,0.4444444444444444
NBA,2016 - 2017,Playoffs,Bryn Forbes,SAS,6,72.8,6,21,2,9,6,6,0,6,6,3,0,1,20,2,5,0.27472527472527475,0.08241758241758242,0.04120879120879121,0.0,0.013736263736263736,0.027472527472527472,0.2222222222222222,1.0,0.2857142857142857
NBA,2016 - 2017,Playoffs,Cristiano Felicio,CHI,6,82.1,9,15,0,0,1,2,7,19,26,2,3,2,19,7,16,0.23142509135200975,0.31668696711327654,0.0243605359317905,0.03654080389768575,0.0243605359317905,0.08526187576126676,0.0,0.5,0.6
NBA,2016 - 2017,Playoffs,Noah Vonleh,POR,4,100.2,8,18,0,0,2,5,9,20,29,8,1,4,18,6,11,0.17964071856287425,0.2894211576846307,0.07984031936127745,0.00998003992015968,0.03992015968063872,0.059880239520958084,0.0,0.4,0.4444444444444444
NBA,2016 - 2017,Playoffs,Mike Muscala,ATL,6,80.8,5,18,0,4,7,8,6,10,16,2,1,3,17,1,12,0.21039603960396042,0.19801980198019803,0.024752475247524754,0.012376237623762377,0.03712871287128713,0.012376237623762377,0.0,0.875,0.2777777777777778
NBA,2016 - 2017,Playoffs,Jason Terry,MIL,6,67.9,6,18,2,10,1,1,2,6,8,5,3,1,15,2,7,0.22091310751104565,0.117820324005891,0.07363770250368187,0.04418262150220913,0.014727540500736375,0.02945508100147275,0.2,1.0,0.3333333333333333
NBA,2016 - 2017,Playoffs,Ian Mahinmi,WAS,5,62.6,5,9,0,0,4,11,3,8,11,6,1,6,14,3,17,0.22364217252396165,0.1757188498402556,0.09584664536741214,0.01597444089456869,0.09584664536741214,0.04792332268370607,0.0,0.36363636363636365,0.5555555555555556
NBA,2016 - 2017,Playoffs,Troy Daniels,MEM,6,68.3,3,9,3,9,0,0,1,4,5,2,2,0,9,2,1,0.13177159590043924,0.07320644216691069,0.029282576866764276,0.029282576866764276,0.0,0.029282576866764276,0.3333333333333333,0.0,0.3333333333333333
NBA,2016 - 2017,Playoffs,Matt Barnes,GSW,12,60.9,4,15,1,8,0,0,0,9,9,7,2,0,9,3,9,0.1477832512315271,0.1477832512315271,0.11494252873563218,0.03284072249589491,0.0,0.04926108374384237,0.125,0.0,0.26666666666666666
